recurso;sistema;manual;ramo_ser;recurso_catalogo;pareamento;secao;tipo;texto_original;idade_min;idade_max;sexo;pergunta;documento;fonte
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Sorologias para hepatite viral (HBV/ HCV), HIV;;;;;Sorologias para hepatite viral (HBV/ HCV), HIV;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Provas de função hepática e Renal/ FAN;;;;;Provas de função hepática e Renal/ FAN;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Eletroforese de Hb (em suspeita de hemoglobinopatias);;;;;Eletroforese de Hb (em suspeita de hemoglobinopatias);REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;/ Agendamento;;;;/ Agendamento;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Hemoglobina sérica < 9 g/dl, de padrão macrocítico;;;;Hemoglobina sérica < 9 g/dl, de padrão macrocítico;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Anemia e icterícia com aumento de bilirrubina indireta;;;;Anemia e icterícia com aumento de bilirrubina indireta;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Anemia normocítica e normocrômica EXCLUÍDAS doenças crônicas como InsuficiênciaRenal, diabetes mellitus, colagenoses e hepatopatias;;;;Anemia normocítica e normocrômica EXCLUÍDAS doenças crônicas como InsuficiênciaRenal, diabetes mellitus, colagenoses e hepatopatias;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Inserir no SER;;;;;Inserir no SER;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Encaminhamento médico descrevendo de forma clara e detalhada o caso;;;;;Encaminhamento médico descrevendo de forma clara e detalhada o caso;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;02 hemogramas (intervalo > ou = 15 dias);;;;;02 hemogramas (intervalo > ou = 15 dias);REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Eletroforese de proteínas, ferro sérico, ferritina, saturação da transferrina, vitamina B12, ácido fólico;;;;;Eletroforese de proteínas, ferro sérico, ferritina, saturação da transferrina, vitamina B12, ácido fólico;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Eletroforese de Hb (em suspeita de hemoglobinopatias);;;;;Eletroforese de Hb (em suspeita de hemoglobinopatias);REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Teste do Pezinho com alterações para hemoglobinopatias, Deficiência de G6PD;;;;;Teste do Pezinho com alterações para hemoglobinopatias, Deficiência de G6PD;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;/ Agendamento;;;;/ Agendamento;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Hemoglobina sérica < 9 g/dl, de padrão macrocítico;;;;Hemoglobina sérica < 9 g/dl, de padrão macrocítico;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Anemia e icterícia com aumento de bilirrubina indireta;;;;Anemia e icterícia com aumento de bilirrubina indireta;;REUNI p.33
HEMATOLOGIA - ANEMIA;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Anemia normocítica e normocrômica EXCLUÍDAS doenças crônicas como Insuficiência Renal, diabetes mellitus, colagenoses e hepatopatias;;;;Anemia normocítica e normocrômica EXCLUÍDAS doenças crônicas como Insuficiência Renal, diabetes mellitus, colagenoses e hepatopatias;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Inserir no SER;;;;;Inserir no SER;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Encaminhamento médico descrevendo de forma clara e detalhada o caso;;;;;Encaminhamento médico descrevendo de forma clara e detalhada o caso;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;02 hemogramas recentes (intervalo mínimo de 1 mês);;;;;02 hemogramas recentes (intervalo mínimo de 1 mês);REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;/ Agendamento;;;;/ Agendamento;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Leucometria global < ou = 3000/mm³;;;;Leucometria global < ou = 3000/mm³;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Neutrófilos < ou = 1200/mm³;;;;Neutrófilos < ou = 1200/mm³;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Atipias linfocitárias na ausência de quadro viral agudo;;;;Atipias linfocitárias na ausência de quadro viral agudo;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Esplenomegalia no adulto, DEPOIS DE AFASTADA doença hepática de qualquer etiologia. Inserir no SER;;;;;Esplenomegalia no adulto, DEPOIS DE AFASTADA doença hepática de qualquer etiologia. Inserir no SER;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Encaminhamento médico descrevendo de forma clara e detalhada o caso;;;;;Encaminhamento médico descrevendo de forma clara e detalhada o caso;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;02 hemogramas recentes (intervalo mínimo de 1 mês);;;;;02 hemogramas recentes (intervalo mínimo de 1 mês);REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;/ Agendamento;;;;/ Agendamento;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Leucometria global < ou = 3000/mm³;;;;Leucometria global < ou = 3000/mm³;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Neutrófilos < ou = 1200/mm³;;;;Neutrófilos < ou = 1200/mm³;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Atipias linfocitárias na ausência de quadro viral agudo;;;;Atipias linfocitárias na ausência de quadro viral agudo;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS DOS LEUCÓCITOS (LEUCOPENIA);SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Esplenomegalia;;;;Esplenomegalia;;REUNI p.33
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Inserir no SER;;;;;Inserir no SER;REUNI p.35
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Encaminhamento médico descrevendo de forma clara e detalhada o caso;;;;;Encaminhamento médico descrevendo de forma clara e detalhada o caso;REUNI p.35
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;Documental;Coagulograma e Plaquetas (2 exames diferentes);;;;;Coagulograma e Plaquetas (2 exames diferentes);REUNI p.35
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;/ Agendamento;;;;/ Agendamento;;REUNI p.35
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Síndromes hemorrágicas: hematomas, equimoses, epistaxes, metrorragia (quando isolada deve ser avaliada ginecológica) com plaquetas < 75.000 e/ou TAP ou PTT alterados;;;;Síndromes hemorrágicas: hematomas, equimoses, epistaxes, metrorragia (quando isolada deve ser avaliada ginecológica) com plaquetas < 75.000 e/ou TAP ou PTT alterados;;REUNI p.35
HEMATOLOGIA - DISTÚRBIOS HEMORRÁGICOS;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Hematologia (Adulto);secao;inclusao;NaoDedutivel;Alterações no coagulograma em exames subsequentes;;;;Alterações no coagulograma em exames subsequentes;;REUNI p.35
NEUROCIRURGIA - EPILEPSIA REFRATÁRIA OU FÁRMACO RESISTENTE (ADULTO E INFANTIL);SER;REUNI;RedeGeral;Ambulatório 1ª vez em Neurocirurgia - Epilepsia Refratária ou Fármaco-Resistente (Infantil);composto;inclusao;Documental;Inserir EEG de rotina e RNM de encéfalo (se possível);;;;;Inserir EEG de rotina e RNM de encéfalo (se possível);REUNI p.30
NEUROCIRURGIA - NEUROCIRURGIA - ADULTOE INFANTIL (EXCETO COLUNA);SER;REUNI;RedeGeral;;SEM_PAR;inclusao;Documental;Inserir Exames de Imagem (TC ou RNM);;;;;Inserir Exames de Imagem (TC ou RNM);REUNI p.30
NEUROCIRURGIA - NEUROVASCULAR;SER;REUNI;RedeGeral;Ambulatório 1ª vez em Neurocirurgia - Neurovascular;composto;inclusao;Documental;Inserir Exames de Imagem (TC ou RNM);;;;;Inserir Exames de Imagem (TC ou RNM);REUNI p.30
NEUROCIRURGIA - PLEXO BRAQUIAL/NERVOS PERIFÉRICOS;SER;REUNI;RedeGeral;;SEM_PAR;inclusao;Documental;Inserir Exames de Imagem em caso de trauma e eletroneuromiografia (se houver);;;;;Inserir Exames de Imagem em caso de trauma e eletroneuromiografia (se houver);REUNI p.30
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Dedutivel;- Gestantes que apresentarem;;;F;;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Cardiopatias;;;;Cardiopatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Colagenoses;;;;Colagenoses;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Doenças Hematológicas;;;;Doenças Hematológicas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Hemopatias;;;;Hemopatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Nefropatias;;;;Nefropatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Neuropatias;;;;Neuropatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Patologias malignas;;;;Patologias malignas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Tireoideopatias;;;;Tireoideopatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Pneumopatias;;;;Pneumopatias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Dedutivel;Gestantes Transplantadas;;;F;;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Patologias uterinas;;;;Patologias uterinas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Incompetência Istmo cervical;;;;Incompetência Istmo cervical;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Gemelar (sem comorbidades até 28 semanas): somente gestação gemelar mono/monoamniótico ou com corionicidade desconhecida até 16 semanas;;;;Gemelar (sem comorbidades até 28 semanas): somente gestação gemelar mono/monoamniótico ou com corionicidade desconhecida até 16 semanas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Alo imunização materna, sem comorbidades em qualquer idade gestacional (resultado de COOMBS indireto +);;;;Alo imunização materna, sem comorbidades em qualquer idade gestacional (resultado de COOMBS indireto +);;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Peso maior que 140Kg (incluir peso e altura na solicitação);;;;Peso maior que 140Kg (incluir peso e altura na solicitação);;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;H.P.P. de natimorto, neomorto, prematuridade, malformação fetal;;;;H.P.P. de natimorto, neomorto, prematuridade, malformação fetal;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;H.P.P. de trombose venosa profunda;;;;H.P.P. de trombose venosa profunda;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Documental;H. P. Familiar de cromossomopatias Inserir no SER de forma clara e detalhada;;;;;H. P. Familiar de cromossomopatias Inserir no SER de forma clara e detalhada;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Documental;Encaminhamento médico com a história clínica, relatando o quadro atual, medicações em uso, exames ou relatórios comprovando as patologias acima;;;;;Encaminhamento médico com a história clínica, relatando o quadro atual, medicações em uso, exames ou relatórios comprovando as patologias acima;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Documental;Laudo de USG e data provável de parto;;;;;Laudo de USG e data provável de parto;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Documental;Laudo dos exames REALIZADOS com data recente;;;;;Laudo dos exames REALIZADOS com data recente;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Documental;Para casos de gemelaridade: Laudo de USG c/ gestação gemelar monocoriônica, mono amniótica ou Di-amniótica;;;;;Para casos de gemelaridade: Laudo de USG c/ gestação gemelar monocoriônica, mono amniótica ou Di-amniótica;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;exclusao;NaoDedutivel;Gestação acima de 36 semanas;;;;Gestação acima de 36 semanas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;exclusao;NaoDedutivel;Emergências Obstétricas;;;;Emergências Obstétricas;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;exclusao;NaoDedutivel;Bolsa rota ACONSELHAMENTO EM MALFORMAÇÃO FETAL;;;;Bolsa rota ACONSELHAMENTO EM MALFORMAÇÃO FETAL;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;Dedutivel;- Gestantes que apresentarem aos exames de USG as seguintes patologias;;;F;;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Mielomeningocele;;;;Mielomeningocele;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Onfalocele;;;;Onfalocele;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Encefalocele;;;;Encefalocele;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Gastrosquise;;;;Gastrosquise;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Rim policístico bilateral;;;;Rim policístico bilateral;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Dilatação pielocalicial (> 6,5mm);;;;Dilatação pielocalicial (> 6,5mm);;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Hérnia diafragmática;;;;Hérnia diafragmática;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Hidrocefalia;;;;Hidrocefalia;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;inclusao;NaoDedutivel;Fetos com múltiplas malformações;;;;Fetos com múltiplas malformações;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;exclusao;NaoDedutivel;Gestação acima de 31 semanas e 6 dias;;;;Gestação acima de 31 semanas e 6 dias;;REUNI p.31
OBSTETRÍCIA - PRÉ-NATAL DE ALTO RISCO ESTRATÉGICO;SER;REUNI;RedeGeral;Ambulatório 1ª vez - Pré Natal de Alto Risco Estratégico;celula;exclusao;NaoDedutivel;Malformações cardíacas;;;;Malformações cardíacas;;REUNI p.31
ONCOLOGIA - AVALIAÇÃO CARDIOLÓGICA PARA PACIENTES EM TRATAMENTO ONCOLÓGICO;SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Indicação;;;;Indicação;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO CARDIOLÓGICA PARA PACIENTES EM TRATAMENTO ONCOLÓGICO;SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Pacientes Oncológicos apresentando complicações cardiológicas relacionadas ao tratamento radioterápico ou quimioterápico;;;;Pacientes Oncológicos apresentando complicações cardiológicas relacionadas ao tratamento radioterápico ou quimioterápico;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO CARDIOLÓGICA PARA PACIENTES EM TRATAMENTO ONCOLÓGICO;SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Pacientes com doença cardíaca necessitando de avaliação pré-quimioterapia;;;;Pacientes com doença cardíaca necessitando de avaliação pré-quimioterapia;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO CARDIOLÓGICA PARA PACIENTES EM TRATAMENTO ONCOLÓGICO;SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Pacientes com neoplasia primária do coração;;;;Pacientes com neoplasia primária do coração;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO EM ONCOLOGIA (NEUROLOGIA);SER;REUNI;RedeGeral;;SEM_PAR;inclusao;Dedutivel;Idade: acima de 18 anos;18;;;;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO EM ONCOLOGIA (NEUROLOGIA);SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Complicações neurológicas de Quimioterapia, Imunoterapia e Radioterapia para Doenças Oncológicas, tais como mielopatias, plexopatias, radiculopatias, miopatias, doenças do neurônio motor, doenças da junção neuromuscular, distúrbios de movimento, demências e prejuízos na cognição, epilepsia e encefalopatias decorrentes dos tratamentos;;;;Complicações neurológicas de Quimioterapia, Imunoterapia e Radioterapia para Doenças Oncológicas, tais como mielopatias, plexopatias, radiculopatias, miopatias, doenças do neurônio motor, doenças da junção neuromuscular, distúrbios de movimento, demências e prejuízos na cognição, epilepsia e encefalopatias decorrentes dos tratamentos;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO EM ONCOLOGIA (NEUROLOGIA);SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Complicações neurológicas de Transplante de medula óssea para Doenças Hemato-Oncológicas, tais como mielopatias, plexopatias, radiculopatias, miopatias, doenças do neurônio motor, doenças da junção neuromuscular, distúrbios de movimento, demências e prejuízosda cognição, epilepsia e encefalopatias decorrentes do tratamento;;;;Complicações neurológicas de Transplante de medula óssea para Doenças Hemato-Oncológicas, tais como mielopatias, plexopatias, radiculopatias, miopatias, doenças do neurônio motor, doenças da junção neuromuscular, distúrbios de movimento, demências e prejuízosda cognição, epilepsia e encefalopatias decorrentes do tratamento;;REUNI p.23
ONCOLOGIA - AVALIAÇÃO EM ONCOLOGIA (NEUROLOGIA);SER;REUNI;RedeGeral;;SEM_PAR;inclusao;NaoDedutivel;Suspeita de Encefalite Paraneoplásica, na presença de neoplasia já identificada;;;;Suspeita de Encefalite Paraneoplásica, na presença de neoplasia já identificada;;REUNI p.23
